should_ban	comment_text
1	That may be appalling but what's really appalling is that we could lose Eric Corbett based entirely on Molly's thin skin. If someone acts like a cunt, Eric has every right to call them one.
0	Hooray! You created your Teahouse profile!
1	"Niggers 

niggers everywhere69.233.92.38"
1	I noticed you post a lot about taking dumps in the right position. You must be a fecelphaeliac. I'd love to cop a squat over your chest and let one go all over yiu, you horny little filth pig. I've got a granite boner right now. Are you trans btw?
0	"my page

can you remove the message from my user page? i haven't done anything."
1	"""

 """"SCIENTIFIC"""" SKEPTIC ???! 

He never went to college, so why this article calls him a scientific skeptic ? May be some people of his skeptic team are real scientifics, they sure got graded from some college, but this """"debunker"""" never went to any college ! so how can wikipedia call him a """"scientific""""? Do you know at least if he uses a scientific method for whatever he tries to debunk ?
People, he didn't finished high school !!!

http://www.sptimes.com/Floridian/41498/The__quack__hunter.html  —Preceding unsigned comment added by 82.224.230.5   

You can't even write proper English. What college did you go to?  What's up, Doc? 
Thanks for the link, though. That's a great article on the amazing one.   

 I think scientific skepticism is related to following the scientific method, not formal education h2g2bob (talk) 
For sure. The user 82.224.230.5 would likely know that. It's just trolling behavior.  What's up, Doc? 

I'm not english and I rather be trolling right now than being a 12/13 years old wikipedia non-life geek (you know what I'm talkng about)!
Oh, we know what you're talking about, all right. Trust me.   
His IP is French, so, yeah, I won't hold his English skills against him. His personality, and his intellectual abilities, however, are things that I will hold against him. 
Back on topic, though, it is a common mistake that people make. People fail to understand that finding out the cause of flummery is a field in and of itself. Knowing when you need to enlist the help of an expert, and knowing what the expert is actually able to do, instead of assuming that 'expert ~= god' - that is a skill that many people lack. I suspect that Randi knows more about most scientific fields than many experts know about scientific fields outside their expertise.   

So according to you, it's enough to only """"suspect"""" his scientifc knowledge to make disappear any kind of information related to his educational background ?!  I mean, is this the way wikipedia works ? you """"suspect"""", how sure is that?! why didn't you even """"wonder"""", that would have been a better reason for making disappear my contribution about his educational career don't you think ?!
I can't believe guys like you run wikipedia like kings of the info.. simply pitious.—Preceding unsigned comment added by  (talk • contribs) 
I guess we should leave the 'no high-school' line in there.  It has nothing to do with 'scietific' vs 'non-scientific'.   His methods are unquestionably scientific, which of course explains why so few high profile psychics and fakers apply for the million dollar challenge.    
I added it back in with a bit of useful context, and minus the inferred line about never having been to college, which is not supported by the given source.   

 Works for me.  I'm guessing if he can teach college without a high-school degree, he could have attended college as well.  -)    

The IP again demonstrates that he's either a troll or an idiot, or both.  What's up, Doc? """
1	"For your information: you´re an idiot too!! and a liar.  

For your information: you´re an idiot too!!

Where did I request that the Inflation Myths article be deleted? Liar and idiot!!"
1	"RACIST 

now you know who you are and where you belong. I'm not gonna bather myself with hopeless people"
1	etc CM Punk DID adopt the GO TO SLEEP from KENTA fuking hell! KENTA invented the move CM Punk ADOPTED IT from him GET YOUR BLOODY FACTS RIGHT! you're fuking abusing your power for no reason AND YOU FUKING think you know more wrestling than me just leave me the FUK alone PLEASE!!!! 08:18am
1	Fartsalot56 says f**k you motherclucker!!
1	"Pig Fenian 

Nice wrist action boys, keep it up."
0	"""

 Marketing crap 
""""2006 - when calls should be free"""". Calls cannoot and will not be free at any time, any marketing scheme saying they can be """"free"""" is just a scheme. This article needs a serious face lift."""
0	Thank you so much sir. It's a very strong feeling knowing that someone can understand my situation, and can provide such a precise and helpful list of things I can do. I will forever remember this. Thank you very much. -
1	"England Society (Keele University) 

Regan, You have no reason to play any part in this article's deletion other than you're a narcissistic twat. Now get out of it."
0	"""

Re: Martin muljana
This is not German.  Why would you move it to the German Wikipedia?  talk 
It wasn't in English, so I transwikied it.  –Driver """
1	I am going to eat your toes.
1	"Warning 
Do not tell me what to do or you will be blocked"
1	, you are making a fool of yourself!! This is not edit-warring!! Are you crazy?? I was not reverting any content in any article. You make me laugh!! Please indicate what content I reverted in what article in my communications with you!! I simply disagreed with you!! That is not edit-warring!! It is simply a disagreement!! , you are making a fool of yourself!!! , do you think I am a child or something?? , you are simply abusive and disrespectful and making a false statement. Prove me wrong!!
1	"""
  The Gay Barnstar Fæ, I am pleased to offer you the Gay Barnstar for your continual pursuit of the queer agenda. ArbCom's findings are mere smoke and mirrors, designed to conceal that you are actually being banned for your queer agenda. Feel free to continue your fag rights campaign on Commons and elsewhere, but it won't do you any good. Adieu and take care of yourself!  [formerly ]  """
1	"i wanna fuck you 

fuck u fuck u fuck u"
1	"religious conversion

how come there is no refernce in this current article of him converting to Islam and the arien brotherhood .there was before.....who removed it?
I thought the same thing. He's Muslim, get over it. So stop being a bigot and put it back up you article altering bastards.

-G"
0	I had not seen that actually.  This user is really a curious case, not sure what the user's angle is.  I think we may have actually declined the same CSDs, and I'm assuming it was accidental that you reverted my other changes to the pages as well?  .  Otherwise, I'm not sure why you'd remove a reference I added and reinstate an unsourced section about a person's penis.
0	You have uploaded the damaged file, I had to revert it, But seconds later it appears to be fixed. '''''''''' Talk to me
1	"""

Hello """"Alf""""
It's very easy to call someone a """"vandal"""" without checking the facts.I suggest you talk to a few artists  and than you'll fast discover that the vast majority of """"art dealers"""" are in fact accountable to absolutely nobody conman and conwoman.There are thousands of examples to prove it and your silly insistence on describing them only in positive """"professional"""" and gloving terms is dishonest,stupid and plainly detrimental to all concerned.Get your facts right before you talk.Plain and simple.
"""
1	Whoever used 'she' instead of neutral they is a little p ussy fa ggot. I'm going to change it to HE
0	"ur  msg
i wasnt tryin to get
 rid of it at all.. i jus dunno how it is to b used properly"
0	"""
Welcome!

Hello, , and welcome to Wikipedia! Thank you for your contributions. I hope you like the place and decide to stay. Here are some pages that you might find helpful:
The five pillars of Wikipedia
How to edit a page
Help pages
Tutorial
How to write a great article
Manual of Style
I hope you enjoy editing here and being a Wikipedian! Please sign your name on talk pages using four tildes (~~~~); this will automatically produce your name and the date. If you need help, check out Wikipedia:Questions, ask me on my talk page, or place {{helpme}} on your talk page and someone will show up shortly to answer your questions. Again, welcome!   lomobile talk / contribs """
0	any source? what source? cumans(kipchaks) and late tatars were one of the main power of the area. cossack means adventurer in turkish, as many of them were turkic in origins. what do you want to do? cossacks were tribal confederation, not a race or nation.
1	There's a better answer to the question: the people that made the anime fucked up.
0	"""

i find it funny that Mexia, if prounounced correctly in spanish would be very close to Mejilla (or cheek).  þ  ¡Æ! """
1	"Ignorant & Unhelpful 

i've made numerous valid statements on correcting the eye color page and yet you continuously ignore me and aim to prove me wrong because you seem too obtuse and self centered to even bother listening. I'm afraid i'm going to have to lodge a complaint to wikipedia about how unhelpful and oblivious you appear to be towards peoples pleads on talk pages when making valid statements of corrections."
0	"""
 No name-calling on my part, though I have been and will continue to be unfriendly.  Warnings are not name-calling, though of course they are annoying and often offensive.  And yes, you are """"basing"""" your change on your opinion on words on his blog.  And the other editor(s?) attempting to insert ongoing activity are """"basing"""" their changes on their opinion of the reliability of celebrity gossip sites.  Neither meet wp:BLP.  So far, 3 editors have joined the discussion and explained.  wp:BLP violation removal is not edit warring.  If you are not swayed by the opinions of 3 editors so far, and the lack of support for inclusion from wp:BLPN, an wp:RFC seems unlikely to help.  Comparatively few editors are willing to risk getting into disputed articles, even to defend a BLP.  But that would be a good next step, if you are simply not willing to accept 3 opinions against the change.User talk:Unfriend12 """
0	Can I also mention that if you are going to tag WP:POV, don't tag the entire article because that is completely misleading - put it where it belongs to.
0	"""

Welcome!

Hello, and welcome to Wikipedia! Thank you for your contributions. I hope you like the place and decide to stay. Here are some pages you might like to see:

 The five pillars of Wikipedia
 Help pages
 Tutorial
 How to edit a page and How to develop articles
 How to create your first article (using the Article Wizard if you wish)
 Manual of Style

You are welcome to continue editing articles without logging in, but many editors recommend that you [ create an account]. Doing so is free, requires no personal information, and provides several benefits such as the ability to create articles. For a full outline and explanation of the benefits that come with creating an account, please see this page. If you edit without a username, your IP address (69.230.52.65) is used to identify you instead.

In any case, I hope you enjoy editing here and being a Wikipedian! Please sign your comments on talk pages using four tildes (~~~~); this will automatically produce your IP address (or username if you're logged in) and the date. If you need help, check out Wikipedia:Questions, ask me on my talk page, or ask your question and then place {{helpme}} before the question on this page. Again, welcome!    """
0	"""

first. come on. I should be ashamed because I lied to you eh. LoL. thats the last thing in my to do list. If you wish to play a game of ethics with me let me tell you it wont work and I would advice you to do it first yourself. question your life in the web. 

Second. Yes I am talking about that Holdwater stuff. please I am Just telling again you are making your self funny. I talked with all these people seperately. you are a highly intelligent man who has devoted his life to web forums and being the genocide Champion and I see that as a real waste. oh I know it is none of my bussiness. just like you I love sticking my nose every where.

finally. FYI: I have read almost every page in discussion, not like a real book ofcourse with fast tracking it took almost 4,5 hrs. I am really a grand child of a survivor so I wont buy any of your """"I have read all avaliable"""" bluffs. Do you feel honest within your self. blaming a nation and its people with genocide recklessly. Especially when facing a person whose relatives were killed by your ancestors. dont tell me """"scolars are saying these and that"""" stories. If you fare honest then you may have the right to ask people to be honest. bye. """
0	I apologise for that. I was reverting quite abit of vandalism at the time, and I automatically push the Rollback (Vandalism) button (I use twinkle in my vandal-fighting) most of the time. That, and it's 12:20am here. Once again, I apologise, and good morning- er, night.
0	"""
I'm sorry, I don't understand.  What is the """"it"""" that doesn't make what clear?  The statement that you have kept deleting says that Trent reaffirmed (affirmed again) the then existing teaching that Christian marriage is a sacrament.  The statement does make that clear.  If you want to insert a statement that marriage (like the other sacraments) was not always recognized as a sacrament, find a reliable source that says so and insert it at an appropriate point.  That appropriate point is obviously not the time of Trent, since by then marriage was not only generally recognized in the Church as a sacrament but had even been several times dogmatically declared to be such.  You'd also have to explain the significance you think you see in the fact that in this respect marriage is in no way different from the other sacraments, none of which was or could be recognized as a sacrament until a theology of sacraments was developed.  Isn't that obvious?
As for the latest edit, which said that the Council of Trent reaffirmed the existing teaching only """"from their perspective"""", that is an utterly silly, unsourced, imaginative addition that contrasts with the clear decisive statement of the Fathers of the Council, who certainly wouldn't have dreamt of adding phrases such as """"from our perspective"""" to their clear reaffirmation of the existing teaching!  The edit was no more than wishful-thinking violation of the """"no original research"""" rule.  Rather, the word """"research"""" in no way applies to this edit.    """
0	"Don 

News to me.  I'll file it for future use, but I'll probably forget anyway because everyone uses shorthand on WP."
0	"""

 Mother Jones 

I am puzzled why you removed:

 Elliott J. Gorn, Mother Jones: The Most Dangerous Woman in America, 2001, ISBN 0-8090-7094-4

...from the Mother Jones article, describing your action as removing """"biased POV edits."""" Although i'm not familiar with the book, the reference to Mother Jones as """"The Most Dangerous Woman in America"""" was a common one. I believe that her supporters were not offended by such a description; they were working people who felt abused by the economic system, and they relished such a claim. This is not to say that your edit was improper; i'd have to read the book to know more. But if your edit resulted from use of this phrase, and for no other reason, then it was (in my view) mistaken about the general perception of that description. I say this as a strong Mother Jones supporter and fan.

best wishes,  

Raymond Cambefort
I do not gainsay he was a french soldier during WWI ; I just wanted to add that he was not one of the last """"official"""" French WWI vet  this last point may be important cuz there is not a while that the French government has approved a state funeral for the last """"official one"""" to die... and I think the reader has to be aware of it, that's all. Sincerily.  

 Matt Sanchez 

A request for consensus about what to do about some changes you recently reverted has been posted at Talk:Matt Sanchez.  Thanks,  

 Oldest people 

Hi, I see you've reverted my changes with the comment """"current format has better visual appeal; Wikipedia is not paper"""". I'm trying to understand but all I can make of this is a statement of personal taste, and I'm not convinced. Can we try to compare arguments? To me there are two disadvantages to the old format: 1. it contains duplicate information (the """"To"""" column, saying when someone lost the status of oldest person, is always — necessarily so — equal to the person's day of death); 2. it actually is less appealing to me because the information fills more space and there are many line breaks. It looks more tidy in my version. I'm therefore rather surprised at your change. Thanks for a reply. –  

Please note that if we did the table in 'real-time' and not reconstructed history, we would have people like Charlotte Benkner lose the title when someone older was found, not when they died. Thus, it could technically be different.

Second, I realize it is not absolutely necessary; however, I do think a little redundancy is OK. Visually, if the cases are too close together, then their time with the title looks insignificant. {yakłtalk} 

Did you have to create my user page just in order to respond? (My talk page did exist.) I was going to create it eventually, but in my own tome. How do I get it deleted again now (not just empty but deleted)? Such thoughtlessness really makes me angry. I've copied your comment here and I'm asking you to continue the debate on this page.

I was aware of the theoretical argument you made. You say yourself that it doesn't apply as you it is a retroactive version. Your visual argument I think I understand. Are you saying that with your version each table entry is a two-liner whereas in mine some entries take up one line and some two? –  

PS: I've since found out how to request my user page to be deleted, so I'm no longer looking for guidance on that. –  

Ah, it's worked already. – 

How would I go about finding out..?
Hi there. It's good to get in contact with you again. I have a question relating to a couple of problems I have relating to Wikipedia articles I have seen (and in some cases, even, written). Yours was the first name I thought of when consideirng this question and whether you could help me further.

Let's take an article such as Horace Wass, for example, which I wrote from information available on the Internet. The Wikipedia article, as well as the source from which I received the information with which I wrote the"
0	"""

SUSPICIOUS MASS EDITS-IS ANY ADMINISTRATOR FOLLOWING SHYLAB'S """"EDITING""""?

Can anybody tell me who gave the right to this guy under the pseudonym spylab to behave like the master of wikipedia, deleting comments of other users (like my comment entitled 'suspicious mass edits' I uploaded yesterday and ignoring the comments of others, despite the fact they were based on wikipedia policy, according to which he cannot introduce mass changes to an entry without generating a discussion first in the talk page about the changes he suggested? Evidence was produced by other users to show that he LIED when he said that he did just a simple copy-editing, as it was shown that he deleted sentences, and that he distorted the meaning of other phrases, simply because he  has no clue about the Inclusive Democracy project.Despite all this, he comes back again and again adding/deleting and """"re-organizing"""" at will this entry. Has anybody appointed him to do this damaging work, which far from enhancing the significance of wikipedia, it creates the impression that any ignoramus can do whatever he likes with long-established entries?"""
1	"Vaginas 

Do you have a problem with vaginas? 68.0.119.139"
0	REDIRECT Talk:Mi'kmaq hieroglyphic writing
1	Take yourwarning and shake salt on it and shove it up your poop pipe...
1	o wait i r just a big ideot wid a psp slim i r so dumb!
0	"""

 Please do not vandalize pages, as you did with this edit to Emma. If you continue to do so, you will be blocked from editing.   fisto """
1	"YO B1TCH! 

you absolute fuk1ng little b1tch you wanna step up face to face toe to toe you fuk1ng absolute tiny little fuk1ng hopeless b1tch?124.180.159.192"
1	Sidenote: Xizer is not a racist. Calling this guy a nigger was just funny though. lol
1	"you're not an Editor

You are a stalker with with a POV."
1	Hey, moron, why don't you read the entire edit requesting subject to see the sources I provided? And it doesn't hurt for wikipedia articles to be just a little bit accurate.
1	"dead 
nice one dude!!"
0	I'm very concerned about the attempt to edit-war content into the article when there's clearly no consensus or, for that matter, WP:MEDRS.
1	ocean. In the end, Michael tragically hangs himself while masturbating over his brother's dead body.
0	"Last warning 

Please stop. If you continue to vandalize Wikipedia, as you did to User:Citadel the band, you will be blocked from editing. Citadel the band 

This is your last warning. The next time you vandalize Wikipedia, as you did to User:Citadel the band, you will be blocked from editing. Citadel the band"
0	"Speedy deletion of Template:Omani political parties 
A tag has been placed on Template:Omani political parties requesting that it be speedily deleted from Wikipedia. This has been done under section T3 of the criteria for speedy deletion, because it is a deprecated or orphaned template. After seven days, if it is still unused and the speedy deletion tag has not been removed, the template will be deleted.

If the template is intended to be substituted, please feel free to remove the speedy deletion tag and please consider putting a note on the template's page indicating that it is substituted so as to avoid any future mistakes ({{transclusionless}}).

Thanks."
0	"""

2010 Pretoria runaway
Happy to be of assistance.  (How do you think I've gotten my edit count where it is? ;-) )

Glad to see an article on the subject; I half-considered starting one myself at the time.  Excellent work, and happy editing! Che dicono a Signa?Lo dicono a Signa. """
0	"""

""""""""the generally accepted cause of the death of Adolf Hitler,..."""" is not mentioned in two different versions of the article you and I were editing you put in """"The 1992 opening of records kept by the Soviet KGB and Russian FSB conflicted with the widely accepted version of Hitler's death as described by Hugh Trevor-Roper """" (my bolding) which replaced the former word confirmed. With an explanation on the talk page I changed it to """"largely confirmed"""". It is important to mention that most people thought Hitler had killed himself in the bunker long before the Russian archives were opened (for example The World at War episode """"21. Nemesis: Germany (February – May 1945)"""" and that events were reported in most English language histories as TR described them, and that his escape was by the middle 50's thought to be very unlikely by most people, although a favourite parlour game (which used to be included in this article) was to say """"if Hitler had survived he would be insert age"""". I added the sentence with cadaver to the article back in May 2006, one of the advantages of using the word cadaver was that as a summary of a source I used it removed any possibility that it was [[wp:plagiarism|plagiarism], and another advantage is it is accurate. However although I prefer the word cadaver in this sentence if there was a consensus to change it to corpse I would not object.

"""
0	"Timeslot hopping 

Something should be said in the article about WPBS's notorious habit of shifting timeslots of programs without notice when they want to stop airing a certain show. They've done this with Doctor Who, Blake's 7, Red Dwarf, and Liberty's Kids that I've seen. Apparently, they do this to lose viewers of that particular program, so they can quit airing it.

76.235.235.223"
1	"""

And something else, """"I, too, don't like the Orthodox priests with their long beards and black robes. I used to have NIGHTMARES when I was little."""" well, I used to have nightmares when I was little too. I was dreaming that the muslim priest is gonna come and cut my dick. What a civilized religion!!!!  """
1	"PEOPLE ON THIS SITE SUCK  

FUCKING BAN ME. GO ON GET READY OF MY USERNAME."
1	HOW DARE YOU ABUSE AUTOGRAPH'S PAGE, YOU FAG!!!! DIEEEEE!!! YO GANGSTA RAP'S GOT NOTHING ON ROCK!!! FAIL.
1	"Attention Biaatch=
I know you want to be me, but u aren't. I don't like posers, so don't pretend to be me EVER AGAIN."
0	"Paoli Dam 
Here the whole article has been rewritten, expanded except the filmography table and the infobox! Does it pas DYK criteria?  (contact)"
1	And you might want to check the spelling of douchebag, too.
0	"""

 On the goodness of description and evil of prescription 

The article on grammar suggests in many ways that teaching people how to listen and read is good, but teaching them how to speak and write is wicked. Linguists are said to be concerned """"normally"""" with the former, implying that there is something abnormal about the latter. The notion that we are all culpable when helping people decide how to communicate, when seeking such help, and when making such decisions ourselves, is not only perverse and deplorable, but also patently wrong. We begin our lives incapable of speech. Is it wrong to acquire the ability? Is it right to call instruction in the application of the rules of grammar an invalid activity? Banning prescriptive grammar from the general article on grammar and suggesting that it is illegitimate are serious mistakes, motivated, I suspect, by timidity, laziness, irresponsibility, and ignorance. Only a stubborn, intentional, dedicated ignorance can maintain that proficiency in English composition must not be taught, nor properly called """"grammar"""".  """
1	"I love penis 
 I love penis 
 I love penis 
 I love penis 
 I love penis 
 I love penis 
 I love penis 
 I love penis 
 I love penis 
 I love penis 
 I love penis 
 I love penis 
 I love penis 
 I love penis 
 I love penis"
1	and you're gay too, faggot
1	"Hebrew Name of Lydia 
Appologies to Til Eulenspiegel I thought you were one of the idiots which your user page indicates you actually do well struggling against. 
Genesis 10:יג  וּמִצְרַיִם יָלַד אֶת-לוּדִים וְאֶת-עֲנָמִים, וְאֶת-לְהָבִיםוְאֶת-נַפְתֻּחִים.TAB13 And Mizraim begot Ludim, and Anamim, and Lehabim, and Naphtuhim,
You see Ludim are from Mitzraim not to be confused with Lud son of Shem (in the far east).
Best wishes and keep up the good work.81.103.121.144"
0	I'm in favour of your proposal too Javits. Now I understand better where you're coming from.
1	"this user needs to get a life lol 

lol get a real life u suck lol"
1	This individual is either mentally ill, or is a criminal.  This behavior should be reported to the ISP and the government for appropriate action.
0	"""
YOu can't use the apple ARTICLE to reference that """"apples come in red, green, and yellow"""" ini another article, but obviously using an archived discussion to verify the existence of a referenced Wikipedia action or discussion.  See [].   (talk) """
1	You first piss off a user and then pretend to advise that user on how detrimental being pissed off is. Wow, I'm so pissed I'm so I'm soooo... fuck off, pig! Now that was quite polite of me you got to admit it. Or was it not good enough for sophisticated ears of an average warmongering Anglo-Serb Freemason who thinks everyone is buying his bullshit? LOL
1	"LEAVE 4 A FUKIN SNAK AND I RETRN WITH A FUKIN BLCK YOU ARE ALLLLLLLLLLLLLLLLLLLLLLLLLLLLLLL FUKERSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS
YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK"
1	Go fuck yourself you faggot -
0	"""

 Point taken. Page 35 of the PDF guide to Surat Thani (ie, the part the pertains to the silk weavers) is in English, by the way. You'll be able to read it! As for the word """"vassal"""", that's the correct word. One of the images I've used links to the bunga mas, and on that page you'll see the word """"vassal""""; additionally, the page for suzerainty discusses vassal states  (    )"""
1	Hey Gwernol, go suck a dick you fuckin piece of shit, I told you that you cant stop me, whether I'm Eoganan, Pan-ethnic, whoever the fuck, I will bring this piece of shit thing down, AND put faggot users like Wobble in their place. Anyone can edit this shit, so go fuck yaself biatch !
